ID,Player_Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots_On_Target,Conversion_percentage,Big_Chances_Missed,Hit_Woodwork,Offsides,Touches,Passes,Successful_Passes,Passes_Percentage,Crosses,Successful_Crosses,Crosses_Percentage,Final_Third_Passes,Successful_Final_Third_Passes,Final_Third_Passes_Percentage,Through_Balls,Carries,Progressive_Carries,Carries_Ended_with_Goal,Carries_Ended_with_Assist,Carries_Ended_with_Shot,Carries_Ended_with_Chance,Possession_Won,Dispossessed,Clean_Sheets,Clearances,Interceptions,Blocks,Tackles,Ground_Duels,Ground_Duels_Won,gDuels_Percentage,Aerial_Duels,Aerial_Duels_Won,Aerial_Duels_Percentage,Goals_Conceded,xG_Threat_Conceded,Own_Goals,Fouls,Yellow_Cards,Red_Cards,Saves,Saves_Percentage,Penalties_Saved,Clearances_Off_Line,Punches,High_Claims,Goals_Prevented,xG,npxG,xAG,Market_Value_In_Millions
383,Dara O'Shea,Ipswich Town,Ireland,CB,35,3123,0,0,22,13,15,2,0,3,2063,224,160,71,3,1,33,119,73,61,1,64,41,1,0,9,1,41,4,2,218,4,0,49,113,43,38,54,20,37,0,0,0,21,6,0,0,0,0,3,0,0,0,5.8,5.8,1.7,14.000
493,Jack Taylor,Ipswich Town,Ireland,CM,32,838,1,0,19,0,0,1,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,20,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,3.000
220,Marcus Harness,Ipswich Town,Ireland,AM,2,43,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.3,6.1,0.800
487,Sammie Szmodics,Ipswich Town,Ireland,AM,20,1001,4,0,21,1,0,5,0,8,347,1189,1090,92,3,0,0,283,255,90,3,326,150,0,0,0,7,126,17,0,12,21,8,16,135,71,53,50,28,56,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,10.000
335,Kasey McAteer,Leicester City,Ireland,RW,18,852,1,1,13,0,0,3,1,3,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,23,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,1.3,1.3,1.1,2.000
272,Caoimhin Kelleher,Liverpool,Ireland,GK,10,900,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,27,69,1,0,2,6,1.9,1.5,1.5,0.8,20.000
322,Ryan Manning,Southampton,Ireland,LB,24,1468,0,1,8,7,0,0,0,0,1027,2309,2165,94,3,0,0,522,459,88,0,714,397,0,0,4,0,78,5,0,40,20,20,0,47,27,57,71,37,52,0,0,0,19,2,0,0,0,0,1,0,0,0,2.6,2.6,0.9,3.000
466,William Smallbone,Southampton,Ireland,CM,18,682,1,0,7,0,0,0,1,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,20,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,10,10,5.8,6.000
386,Chiedozie Ogbene,Ipswich Town,Ireland,RW,5,240,0,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.2,1.2,4.4,8.000
172,Evan Ferguson,West Ham United,Ireland,ST,21,387,1,0,12,0,0,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25.000
137,Matt Doherty,Wolverhampton Wanderers,Ireland,RB,30,2113,2,1,10,7,9,0,0,2,1578,360,299,83,14,3,21,134,95,71,2,80,40,1,0,3,4,29,5,5,95,13,3,38,69,36,52,14,6,43,0,0,1,18,6,0,0,0,0,1,0,0,0,0.5,0.5,0.1,2.000
80,Riccardo Calafiori,Arsenal,Italy,CB,19,984,2,1,10,2,10,1,1,3,683,1204,1101,92,6,0,0,416,365,88,3,286,142,0,1,1,1,95,5,0,24,13,7,0,123,73,59,20,6,30,0,0,0,16,4,0,0,0,0,0,0,0,0,0.8,0.8,3,35.000
262,Jorginho,Arsenal,Italy,DM,15,702,0,0,2,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,12,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,12,9.6,3.3,6.000
270,Michael Kayode,Brentford,Italy,RB,12,528,0,0,2,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17,0,0,17,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,18.000
387,Caleb Okoli,Leicester City,Italy,CB,19,1122,1,0,4,17,14,1,0,0,828,755,669,89,73,15,21,416,363,87,5,370,226,3,2,22,23,92,0,1,76,13,0,25,142,84,59,13,3,23,0,0,0,16,4,0,0,0,0,0,0,0,0,5.8,5.8,1.3,10.000
92,Federico Chiesa,Liverpool,Italy,RW,6,104,0,0,5,0,0,1,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.2,1.2,0.4,14.000
504,Sandro Tonali,Newcastle United,Italy,DM,36,2631,4,2,35,3,0,3,3,2,1923,837,737,88,0,0,0,61,33,54,1,195,97,0,0,0,0,43,23,10,0,15,21,51,81,46,57,67,35,52,0,0,0,37,5,0,0,0,0,0,0,0,0,0.7,0.7,0.5,60.000
527,Guglielmo Vicario,Tottenham Hotspur,Italy,GK,24,2160,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,37,38,0,0,1,0,68,65,0,0,19,30,2.6,1,1,1.1,32.000
515,Destiny Udogie,Tottenham Hotspur,Italy,LB,25,1931,0,0,5,5,0,0,0,3,1468,1373,1151,84,66,12,18,366,295,81,4,316,195,0,2,8,8,167,19,0,28,37,8,75,205,104,51,59,38,64,0,0,1,29,2,0,0,0,0,1,0,0,0,4.4,4.4,2.2,40.000
400,Emerson Palmieri,West Ham United,Italy,LB,31,2126,2,0,16,11,16,3,1,0,1376,1001,914,91,16,5,31,385,341,89,2,244,129,3,2,7,5,75,7,1,56,11,2,60,130,61,47,26,6,23,0,0,0,25,5,0,0,0,0,0,0,0,0,3.6,3.6,0.5,10.000
41,Leon Bailey,Aston Villa,Jamaica,RW,24,1143,1,2,28,1,10,1,3,3,600,700,599,86,6,1,17,192,149,78,2,183,90,0,0,1,6,67,25,0,8,14,10,7,153,84,55,39,21,54,0,0,0,12,3,0,0,0,0,0,0,0,0,0.5,0.5,0,28.000
409,Ethan Pinnock,Brentford,Jamaica,CB,22,1913,2,0,10,32,14,1,2,0,1370,341,244,72,0,0,0,166,112,68,4,126,62,1,0,15,4,67,4,2,139,1,2,35,146,76,52,105,42,40,0,0,1,8,2,0,0,0,0,0,0,0,0,2,2,1.5,7.000
123,Bobby De Cordova-Reid,Leicester City,Jamaica,AM,23,742,1,2,7,0,0,0,0,4,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,9,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,2.500
234,Mason Holgate,Southampton,Jamaica,CB,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,5.000
26,Michail Antonio,West Ham United,Jamaica,ST,14,844,1,1,19,0,0,5,1,4,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,2,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,2.1,2.1,3.3,0.700
503,Takehiro Tomiyasu,Arsenal,Japan,RB,1,6,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18.000
350,Kaoru Mitoma,Brighton,Japan,LW,36,2608,10,4,57,14,4,12,1,5,1479,1048,844,81,76,25,33,378,266,70,5,396,229,0,1,9,11,146,23,3,7,21,9,45,227,121,53,62,27,44,0,0,0,40,1,0,0,0,0,0,0,0,0,5.9,5.9,2,40.000
267,Daichi Kamada,Crystal Palace,Japan,AM,34,1553,0,0,20,7,4,0,0,2,986,1994,1767,89,3,0,0,164,97,59,0,429,163,0,0,0,0,103,20,2,14,27,24,47,104,52,50,224,148,66,0,0,0,28,4,1,0,0,0,0,0,0,0,10.4,10.4,2.3,12.000
160,Wataru Endo,Liverpool,Japan,DM,20,261,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0.1,8.000
484,Yukinari Sugawara,Southampton,Japan,RB,30,1555,1,0,14,4,18,0,0,4,1095,846,753,89,2,1,50,203,162,80,2,260,110,0,0,1,2,85,5,0,46,18,6,31,146,74,51,14,7,50,0,0,0,15,4,0,0,0,0,1,0,0,0,6.7,6.7,1,11.000
364,Arijanet Muric,Ipswich Town,Kosovo,GK,18,1620,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,33,32,0,0,1,0,69,68,0,0,0,39,-0.1,0.4,0.4,1.2,5.000
143,Cheick Doucoure,Crystal Palace,Mali,DM,13,445,0,0,7,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,16,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1.3,1.3,4.8,25.000
142,Abdoulaye Doucoure,Everton,Mali,AM,33,2577,3,2,31,10,10,4,0,10,1231,875,724,83,23,1,4,305,233,76,0,200,108,1,0,4,8,150,38,6,19,10,6,48,210,77,37,75,30,40,0,0,0,49,3,1,0,0,0,0,0,0,0,1,1,1.5,7.000
57,Yves Bissouma,Tottenham Hotspur,Mali,DM,28,1405,2,0,11,0,0,0,0,0,1087,320,249,78,18,4,22,121,88,73,3,88,54,0,1,0,3,50,15,1,35,15,5,49,89,39,44,14,3,21,0,0,0,28,7,0,0,0,0,0,0,0,0,0.3,0.3,1.4,25.000
508,Boubacar Traore,Wolverhampton Wanderers,Mali,DM,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,5.000
28,Julian Araujo,Bournemouth,Mexico,RB,12,497,0,0,0,0,0,0,0,1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,10,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,2.2,2.2,1.6,10.000
254,Raul Jimenez,Fulham,Mexico,ST,38,2505,0,3,96,33,13,14,2,15,1111,615,449,73,23,5,22,260,177,68,3,183,85,2,0,16,1,80,45,0,23,10,5,35,218,96,44,193,92,48,0,0,0,39,4,0,0,0,0,0,0,0,0,4.7,4.7,7,5.000
18,Edson Alvarez,West Ham United,Mexico,DM,28,1781,0,1,12,7,5,0,0,4,1287,1289,1061,82,35,2,6,450,344,76,7,387,189,1,2,10,9,207,15,0,41,31,9,50,375,185,49,87,57,66,0,0,0,42,7,1,0,0,0,0,0,0,0,0,0,0,25.000
423,Chadi Riad,Crystal Palace,Morocco,CB,1,90,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6,1.6,5,15.000
275,Bilal El Khannouss,Leicester City,Morocco,AM,32,2193,2,3,30,3,10,0,3,1,1359,930,825,89,1,0,0,224,170,76,5,223,82,1,0,2,2,87,38,1,9,19,6,50,176,94,53,47,21,45,0,0,0,0,4,0,0,0,0,0,0,0,0,1.1,1.1,1.9,28.000
332,Noussair Mazraoui,Manchester United,Morocco,RB,37,2848,0,1,13,2,18,1,0,4,2236,1027,822,80,59,13,22,317,244,77,0,331,199,1,0,3,8,190,17,4,83,33,9,115,222,123,55,32,13,41,0,0,0,38,3,0,0,0,0,0,0,0,0,5.5,5.5,2.8,25.000
500,Jurrien Timber,Arsenal,Netherlands,RB,30,2422,1,3,14,34,26,1,0,6,1752,451,294,65,6,1,17,163,99,61,1,78,38,2,2,8,4,42,24,7,41,6,4,58,148,37,25,167,67,40,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,55.000
310,Ian Maatsen,Aston Villa,Netherlands,LB,29,1128,1,2,19,4,5,0,0,3,976,1897,1713,90,0,0,0,287,219,76,1,391,227,0,1,0,3,98,25,2,27,17,14,29,101,62,61,106,75,71,0,0,0,11,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,28.000
59,Lamare Bogarde,Aston Villa,Netherlands,DM,8,475,0,0,1,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,14,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0.6,0.6,1.1,6.000
319,Donyell Malen,Aston Villa,Netherlands,ST,14,298,3,0,15,0,0,4,1,2,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8,2.8,4.7,25.000
282,Justin Kluivert,Bournemouth,Netherlands,AM,34,2356,0,0,63,21,17,6,2,5,1177,501,400,80,11,2,18,264,205,78,1,125,72,2,1,9,6,41,27,1,23,6,4,23,138,46,33,145,65,45,0,0,0,47,8,0,0,0,0,0,0,0,0,0.6,0.5,3.9,35.000
176,Mark Flekken,Brentford,Netherlands,GK,37,3276,0,2,0,0,0,0,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,4,0,0,0,0,0,0,55,53,0,0,1,0,153,74,0,0,20,46,0.5,1.5,1.5,0.1,10.000
125,Sepp van den Berg,Brentford,Netherlands,CB,31,2588,0,0,20,8,6,3,0,1,1628,332,272,82,41,10,24,163,124,76,2,182,89,1,0,11,7,47,7,5,131,8,0,39,115,48,42,11,7,64,0,0,0,23,3,0,0,0,0,1,0,0,0,0.5,0.5,0,22.000
525,Bart Verbruggen,Brighton,Netherlands,GK,36,3240,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0,0,0,0,0,0,58,52,0,0,6,0,91,61,0,0,0,27,-4.2,0.2,0.2,0.3,30.000
225,Jan Paul van Hecke,Brighton,Netherlands,CB,34,2959,1,0,17,2,0,1,1,0,2645,958,870,91,0,0,0,77,45,58,0,208,107,0,0,0,1,46,7,7,139,16,13,45,47,29,62,46,27,59,0,0,0,25,6,1,0,0,0,0,0,0,0,22,18.8,3,32.000
523,Joel Veltman,Brighton,Netherlands,RB,21,1699,0,0,6,12,13,1,1,0,1192,2528,2310,91,22,3,14,822,717,87,6,732,405,0,0,4,9,137,7,5,62,44,19,43,173,110,64,96,54,56,0,0,0,27,5,0,0,0,0,0,0,0,0,7.2,7.2,6.1,4.000
543,Mats Wieffer,Brighton,Netherlands,DM,25,1008,1,0,9,3,20,2,0,1,907,1210,1031,85,22,1,5,255,174,68,2,241,140,0,0,1,2,106,9,2,25,22,14,58,96,60,63,78,56,72,0,0,0,23,6,0,0,0,0,0,0,0,0,1.2,1.2,3.5,25.000
495,Kenny Tete,Fulham,Netherlands,RB,22,1779,0,2,24,18,7,1,0,1,1260,1028,853,83,79,14,18,610,473,78,15,267,133,0,2,13,13,64,10,2,62,7,0,56,127,48,38,21,5,24,0,0,0,35,5,0,0,0,0,0,0,0,0,0.5,0.5,2.2,13.000
520,Virgil van Dijk,Liverpool,Netherlands,CB,37,3330,3,0,27,1,7,3,1,0,3347,972,764,79,97,28,29,327,229,70,2,171,105,0,0,1,5,88,5,14,190,44,9,38,171,103,60,87,49,56,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,23.000
203,Ryan Gravenberch,Liverpool,Netherlands,DM,37,3168,0,4,20,9,6,1,0,0,2462,747,618,83,8,0,0,231,175,76,0,130,62,0,0,3,1,104,26,11,57,26,10,69,191,97,51,78,48,62,0,0,0,47,6,1,0,0,0,0,0,0,0,0,0,0,75.000
185,Cody Gakpo,Liverpool,Netherlands,LW,35,1938,10,4,57,51,12,6,1,5,971,1310,1089,83,77,20,26,655,505,77,22,555,274,3,3,44,27,106,24,1,16,11,1,0,258,145,56,9,2,22,0,0,0,20,5,0,0,0,0,0,0,0,0,5.2,5.2,4.8,70.000
12,Nathan Ake,Manchester City,Netherlands,CB,10,682,0,0,3,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.2,0.2,0,25.000
301,Matthijs de Ligt,Manchester United,Netherlands,CB,29,2128,2,0,18,6,8,2,1,2,1638,764,646,85,40,5,13,196,147,75,0,235,120,0,0,3,3,81,3,3,91,23,8,30,159,95,60,40,20,50,0,0,0,16,3,0,0,0,0,1,0,0,0,0,0,0,38.000
318,Tyrell Malacia,Manchester United,Netherlands,LB,3,99,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.9,0.9,2.7,8.000
561,Joshua Zirkzee,Manchester United,Netherlands,ST,32,1392,3,0,28,22,4,7,0,3,644,354,261,74,15,2,13,152,103,68,4,178,105,0,1,16,7,58,30,2,8,1,1,14,175,80,46,36,14,39,0,0,0,9,2,0,0,0,0,0,0,0,0,0.2,0.2,1.2,30.000
61,Sven Botman,Newcastle United,Netherlands,CB,8,414,0,0,5,0,0,1,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,12,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0.1,42.000
524,Micky van de Ven,Tottenham Hotspur,Netherlands,CB,13,1018,0,2,6,15,18,1,0,0,916,558,446,80,13,4,31,241,181,75,5,101,55,1,0,2,1,86,5,1,38,15,5,10,169,77,46,117,60,51,0,0,0,10,4,0,0,0,0,0,0,0,0,0.4,0.4,2.1,50.000
486,Crysencio Summerville,West Ham United,Netherlands,LW,19,780,1,0,14,0,0,2,2,4,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,13,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0.6,0.6,1.8,22.000
552,Chris Wood,Nottingham Forest,New Zealand,ST,36,2976,20,3,68,2,7,15,1,28,827,657,562,86,26,8,31,239,189,79,8,119,55,0,0,2,1,62,28,1,28,7,5,6,55,22,40,8,2,25,0,0,0,25,1,0,0,0,0,1,0,0,0,1,1,2.5,10.000
392,Frank Onyeka,Brentford,Nigeria,CM,2,23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.3,1.3,0.5,7.000
45,Calvin Bassey,Fulham,Nigeria,CB,35,3074,1,0,14,11,7,1,0,2,2536,247,205,83,3,0,0,82,65,79,2,84,45,1,0,8,3,35,8,5,113,2,1,54,109,41,38,39,9,23,0,0,0,26,7,0,0,0,0,0,0,0,0,3.1,3.1,1.3,25.000
246,Alex Iwobi,Fulham,Nigeria,LW,38,2994,9,0,68,29,13,3,2,5,1983,1376,1101,80,124,25,20,678,508,75,15,521,281,5,2,26,19,140,40,2,28,14,1,44,222,110,50,38,7,18,0,0,0,19,1,0,0,0,0,0,0,0,0,1.9,1.9,2,28.000
369,Wilfred Ndidi,Leicester City,Nigeria,DM,28,2336,0,5,22,1,0,3,1,3,1489,890,721,81,23,3,13,284,197,69,1,191,95,0,0,3,2,121,33,2,74,22,14,85,237,102,43,37,19,51,0,0,1,39,8,0,0,0,0,2,0,0,0,3.3,3.3,1.8,15.000
8,Ola Aina,Nottingham Forest,Nigeria,LB,35,3003,2,1,11,1,0,1,0,2,1812,495,418,84,5,0,0,102,70,69,2,81,33,0,0,0,1,46,22,11,106,11,7,55,80,41,51,18,12,67,0,0,0,23,5,0,0,0,0,3,0,0,0,0.6,0.6,1.4,22.000
37,Taiwo Awoniyi,Nottingham Forest,Nigeria,ST,26,400,1,0,10,0,0,4,0,1,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4.4,2.9,1,16.000
31,Joe Aribo,Southampton,Nigeria,CM,32,2018,3,0,17,10,15,2,2,1,1357,483,388,80,32,7,22,171,123,72,3,233,115,0,0,5,3,94,18,0,28,12,2,47,230,111,48,122,40,33,0,0,0,20,1,0,0,0,0,0,0,0,0,5.7,4.9,0.5,6.000
391,Paul Onuachu,Southampton,Nigeria,ST,25,1044,4,0,34,17,7,5,1,10,494,731,648,89,108,34,32,366,315,86,0,406,219,0,4,23,22,81,36,0,16,9,2,7,197,89,45,43,12,28,0,0,0,28,4,0,0,0,0,0,0,0,0,2.8,2,2.4,6.000
126,Justin Devenny,Crystal Palace,Northern Ireland,AM,23,496,1,1,10,0,0,1,0,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,17,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,5.1,5.1,8,6.000
63,Conor Bradley,Liverpool,Northern Ireland,RB,19,748,0,2,10,0,0,1,0,1,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,0,0,14,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0.1,0.1,0,30.000
166,Jonny Evans,Manchester United,Northern Ireland,CB,7,314,0,0,2,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,8,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0.2,1.000
562,Martin Odegaard,Arsenal,Norway,AM,30,2328,3,8,49,12,13,4,2,1,1791,1878,1742,93,0,0,0,721,639,89,15,575,259,1,1,6,12,114,40,5,5,24,0,19,214,117,55,19,10,53,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,85.000
10,Kristoffer Ajer,Brentford,Norway,CB,24,1441,0,0,9,2,0,2,0,2,830,731,648,89,14,4,29,244,205,84,2,142,63,0,0,2,1,46,12,1,47,3,4,26,47,25,53,16,9,56,0,0,0,13,5,0,0,0,0,0,0,0,0,1,1,1.2,18.000
52,Sander Berge,Fulham,Norway,DM,31,2227,0,0,3,12,11,1,0,0,1436,1463,1257,86,30,6,20,435,338,78,7,376,158,1,1,6,5,177,16,3,37,34,11,50,219,120,55,25,12,48,0,0,0,31,6,0,0,0,0,0,0,0,0,1.5,1.5,3.8,25.000
58,Oscar Bobb,Manchester City,Norway,RW,3,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.2,1.2,25.000
217,Erling Haaland,Manchester City,Norway,ST,31,2741,22,3,108,6,20,21,4,4,696,1032,904,88,9,1,11,119,78,66,0,226,108,0,0,0,0,50,27,6,22,24,18,11,70,41,59,107,64,60,0,0,0,24,2,0,0,0,0,0,0,0,0,3.2,3.2,1.3,180.000
483,Jorgen Strand Larsen,Wolverhampton Wanderers,Norway,ST,35,2599,0,0,54,29,19,13,3,16,793,680,551,81,53,12,23,404,317,79,5,275,166,2,4,19,14,78,34,1,29,14,0,10,222,92,41,36,8,22,0,0,0,46,4,0,0,0,0,0,0,0,0,1,1,0.5,30.000
199,Diego Gomez,Brighton,Paraguay,CM,16,512,1,0,9,0,0,3,0,1,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6.3,6.3,5,14.000
159,Julio Enciso,Ipswich Town,Paraguay,AM,25,1164,2,3,52,9,10,1,1,0,707,700,591,84,59,11,19,474,382,81,8,546,366,3,4,17,16,63,39,0,7,4,1,12,304,171,56,13,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,22.000
16,Miguel Almiron,Newcastle United,Paraguay,RW,9,151,0,0,6,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,10.000
472,Ramon Sosa,Nottingham Forest,Paraguay,LW,19,281,1,0,11,0,0,1,0,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2.1,2.1,2.9,12.000
281,Jakub Kiwior,Arsenal,Poland,CB,17,1117,1,0,3,1,0,0,0,0,861,533,461,87,26,6,23,132,93,71,0,101,52,0,0,1,0,65,0,3,57,9,3,22,53,27,51,20,13,65,0,0,0,10,1,0,0,0,0,0,0,0,0,0.4,0.4,0.5,28.000
86,Matty Cash,Aston Villa,Poland,RB,27,2077,1,1,13,6,3,0,0,1,1251,1468,1203,82,7,2,29,183,95,52,3,363,149,0,0,2,2,130,10,5,58,54,21,56,152,94,62,111,61,55,0,0,0,27,7,0,0,0,0,0,0,0,0,2.5,2.5,0.7,25.000
351,Jakub Moder,Brighton,Poland,CM,4,9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,12.000
481,Jakub Stolarczyk,Leicester City,Poland,GK,10,900,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,2,0,0,0,0,0,0,16,15,0,0,1,0,28,64,0,0,0,10,0.5,1.8,1.8,1.4,1.000
47,Jan Bednarek,Southampton,Poland,CB,30,2535,2,0,5,5,6,1,0,0,2087,2265,2004,89,11,5,46,458,332,73,4,770,494,0,0,1,6,131,3,3,189,24,22,36,126,73,58,134,83,62,0,0,0,31,7,0,0,0,0,2,0,0,0,7.2,7.2,4,9.000
168,Lukasz Fabianski,West Ham United,Poland,GK,14,1161,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,21,23,0,2,2,0,50,70,0,0,0,10,3.9,1.4,0.6,3.2,0.500
